Artículo;FP;articulo;Artículo Desc.;Deposito;Sector;Pasillo;Col;Nivel;Secuencia;Posición;Paleta;Lote;Tot.Uni.;Tot.Blts.;Sob.Unid.;U;U/B;Ingreso;Venc.;Est.;Mar.;Proveedor;Descripción Prov.
P3012;1;;JOHNSONÿBABYÿTOQUEÿFRESCURAÿBAÑOÿLI;1;100;CO03;35;3;A;CO03 -035-03A;103567;1;2;2;0;B;1;23/09/2019;01/05/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3013;1;;JOHNSONÿBABYÿDULCESÿSUEÑOSÿBAÑOÿLIQ;1;100;CO02;41;3;B;CO02 -041-03B;104323;1;2;2;0;B;1;27/09/2019;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3042;1;;NEUTROGENAÿPIESÿc/GICERINAÿHIDRATAN;1;100;CO01;31;3;A;CO01 -031-03A;104219;1;27;27;0;B;1;27/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3183;1;;REXONA WOM COTTON DESO.x150ml(90g);1;100;CO01;70;3;C;CO01 -070-03C;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3185;1;;REXONAÿWOMÿACTIVEÿEMOTIONÿDESO.x150;1;100;CO01;21;2;A;CO01 -021-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3187;1;;REXONAÿWOMÿMOTIONSENSEÿINVISIBLEÿDE;1;100;CO01;35;2;A;CO01 -035-02A;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3188;1;;REXONAÿWOMÿANTIBACTERIAÿPROTECT.ÿDE;1;100;CO01;32;2;A;CO01 -032-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3232;1;;LISTERINE ZERO TOTAL CARE enj.buc.x;1;100;CO03;32;4;A;CO03 -032-04A;104956;1;0;0;0;B;1;07/10/2019;01/05/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3232;1;;LISTERINE ZERO TOTAL CARE ENJ.BUC.X;1;100;CO03;32;4;B;CO03 -032-04B;;;0;0;0;B;1;/  /;/  /;DL;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3234;1;;JOHNSONÿBODYLOTIONÿLAVANDA&MANZANIL;1;100;CO01;29;3;C;CO01 -029-03C;;;0;0;0;B;1;/  /;01/04/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3240;1;;DOVE BABY ENRIQUECIDO SH x200ml;1;100;CO03;13;3;A;CO03 -013-03A;;;0;0;0;B;1;/  /;12/03/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3240;1;;DOVE BABY ENRIQUECIDO SH x200ml;1;100;CO03;15;3;A;CO03 -015-03A;;;0;0;0;B;1;/  /;12/03/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3240;1;;DOVE BABY ENRIQUECIDO SH x200ml;1;100;CO03;17;3;A;CO03 -017-03A;;;0;0;0;B;1;/  /;12/03/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3242;1;;DOVE BABY SENSIBLE JBON LIQ.x200ml;1;100;CO03;9;3;C;CO03 -009-03C;;;0;0;0;B;1;/  /;09/11/2020;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3242;1;;DOVE BABY SENSIBLE JBON LIQ.x200ml;1;100;CO03;11;3;A;CO03 -011-03A;;;0;0;0;B;1;/  /;09/11/2020;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3242;1;;DOVE BABY SENSIBLE JBON LIQ.x200ml;1;100;CO03;9;3;B;CO03 -009-03B;;;0;0;0;B;1;/  /;09/11/2020;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3242;1;;DOVE BABY SENSIBLE JBON LIQ.x200ml;1;100;CO03;11;3;B;CO03 -011-03B;;;0;0;0;B;1;/  /;09/11/2020;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3242;1;;DOVE BABY SENSIBLE JBON LIQ.x200ml;1;100;CO03;11;3;C;CO03 -011-03C;103545;1;2;2;0;B;1;20/09/2019;09/11/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3243;1;;DOVE BABY ENRIQUECIDO SH x400ml;1;100;CO03;31;3;B;CO03 -031-03B;103607;1;1;1;0;B;1;23/09/2019;07/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3248;1;;DOVE BABY SENSIBLE JBON x1u x75gr;1;100;CO03;31;3;C;CO03 -031-03C;;;0;0;0;B;1;/  /;01/05/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3258;1;;REXONA MEN ANTIBACTERIAL DESO.BARRA;1;100;CO02;79;2;A;CO02 -079-02A;;;0;0;0;B;1;/  /;01/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3260;1;;REXONAÿWOMÿANTIBACTERIALÿPROTEC.ÿDE;1;100;CO01;89;2;B;CO01 -089-02B;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3277;1;;JOHNSONÿBODYLOTIONÿNUTRIC.FORTALECE;1;100;CO01;31;3;C;CO01 -031-03C;104941;1;8;8;0;B;1;07/10/2019;01/02/2022;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3346;1;;HUGGIES NATURALE CARE pa±al x17u RN;1;100;CO02;79;1;A;CO02 -079-01A;103879;1;10;10;0;B;1;26/09/2019;07/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3347;1;;HUGGIES NATURALE CARE pa±al x34u RN;1;100;CO01;58;1;A;CO01 -058-01A;104138;1;6;6;0;B;1;26/09/2019;15/08/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3348;1;;HUGGIESÿNATURALEÿCAREÿELLOSÿpañalÿx;1;100;CO01;76;1;A;CO01 -076-01A;104071;1;34;34;0;B;1;26/09/2019;25/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3349;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;16;1;A;CO01 -016-01A;103778;1;60;60;0;B;1;23/09/2019;25/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3349;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;18;1;A;CO01 -018-01A;103777;1;60;60;0;B;1;23/09/2019;25/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3349;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;20;1;A;CO01 -020-01A;103776;1;29;29;0;B;1;23/09/2019;25/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3350;1;;HUGGIESÿNATURALEÿCAREÿELLOSÿpañalÿx;1;100;CO01;26;1;A;CO01 -026-01A;104605;1;0;0;0;B;1;01/10/2019;07/08/2021;DO;;10331;
P3350;1;;HUGGIESÿNATURALEÿCAREÿELLOSÿpañalÿx;1;100;CO01;24;1;A;CO01 -024-01A;;;0;0;0;B;1;/  /;14/12/2020;DO;;10331;
P3350;1;;HUGGIESÿNATURALEÿCAREÿELLOSÿpañalÿx;1;100;CO01;22;1;C;CO01 -022-01C;;;0;0;0;B;1;/  /;14/12/2020;DO;;10331;
P3350;1;;HUGGIESÿNATURALEÿCAREÿELLOSÿpañalÿx;1;100;CO01;22;1;B;CO01 -022-01B;;;0;0;0;B;1;/  /;07/08/2021;DO;;10331;
P3351;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;2;1;A;CO01 -002-01A;;;0;0;0;B;1;/  /;13/10/2020;DO;;10331;
P3351;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;2;1;B;CO01 -002-01B;;;0;0;0;B;1;/  /;13/10/2020;DO;;10331;
P3351;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;4;1;A;CO01 -004-01A;;;0;0;0;B;1;/  /;13/10/2020;DO;;10331;
P3351;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;8;1;A;CO01 -008-01A;;;0;0;0;B;1;/  /;13/10/2020;DO;;10331;
P3351;1;;HUGGIESÿNATURALEÿCAREÿELLASÿpa¤alÿx;1;100;CO01;6;1;A;CO01 -006-01A;;;0;0;0;B;1;/  /;13/10/2020;DO;;10331;
P3364;1;;LIFEBUOYÿTOTAL10ÿANTIBACTERIASÿJBON;1;100;CO02;61;3;A;CO02 -061-03A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10331;
P3489;1;;CLOSEÿUPÿPEPPERMINTÿDROPSÿgelÿdenta;1;100;CO01;30;3;C;CO01 -030-03C;;;0;0;0;B;1;/  /;01/01/2022;DO;;10331;
P3493;1;;CLOSE UP WHITE DIAMOND gel dental x;1;100;CO01;10;3;B;CO01 -010-03B;104172;1;20;20;0;B;1;26/09/2019;01/06/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3578;1;;KOTEX EVOLUTION c/APLIC.tampon x8u ;1;100;CO02;46;3;A;CO02 -046-03A;103534;1;2;2;0;B;1;23/09/2019;10/08/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3579;1;;KOTEX EVOLUTION c/APLIC.tampon x8 M;1;100;CO02;62;3;A;CO02 -062-03A;;;0;0;0;B;1;/  /;22/08/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3581;1;;PLENITUDÿPROTECTÿPLUSÿUNISEXÿropaÿi;1;100;CO02;24;1;A;CO02 -024-01A;;;0;0;0;B;1;/  /;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3582;1;;PLENITUDÿPROTECTÿPLUSÿUNISEXÿropaÿi;1;100;CO02;28;1;A;CO02 -028-01A;;;0;0;0;B;1;/  /;30/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3582;1;;PLENITUDÿPROTECTÿPLUSÿUNISEXÿropaÿi;1;100;CO02;26;1;A;CO02 -026-01A;;;0;0;0;B;1;/  /;18/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3582;1;;PLENITUDÿPROTECTÿPLUSÿUNISEXÿropaÿi;1;100;CO02;30;1;A;CO02 -030-01A;;;0;0;0;B;1;/  /;30/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3583;1;;PLENITUD FEMME TOA.NORMAL c/A toa.x;1;100;CO02;32;3;B;CO02 -032-03B;;;0;0;0;B;1;/  /;29/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3583;1;;PLENITUD FEMME TOA.NORMAL c/A toa.x;1;100;CO02;34;3;A;CO02 -034-03A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3587;1;;IMPULSE INSTANT CRUSH DESO.x107gr;1;100;CO01;81;2;C;CO01 -081-02C;104414;1;24;24;0;B;1;30/09/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3617;1;;TRESEMME DETOX MASCARA CT x400gr;1;100;CO03;81;2;A;CO03 -081-02A;103824;1;3;3;0;B;1;24/09/2019;11/12/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3619;1;;TRESEMME DETOX CAPILAR AC x400gr;1;100;CO03;39;2;A;CO03 -039-02A;103696;1;66;66;0;B;1;24/09/2019;01/05/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3632;1;;JOHNSON BABY ORIGINAL JBON x125g x3;1;100;CO03;29;3;A;CO03 -029-03A;104923;1;6;6;0;B;1;07/10/2019;01/05/2050;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3653;1;;SEDAL PUREZA DETOX AC x340ml;1;100;CO02;84;2;A;CO02 -084-02A;103752;1;16;16;0;B;1;24/09/2019;22/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3654;1;;SEDAL PUREZA DETOX SH x340ml;1;100;CO03;65;2;A;CO03 -065-02A;103786;1;8;8;0;B;1;24/09/2019;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3663;1;;SEDAL NUTRICION AC x340ml;1;100;CO03;55;2;A;CO03 -055-02A;;;0;0;0;B;1;/  /;02/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3772;1;;DOVEÿMENÿCAREÿTALCOÿMINERAL+SANDALO;1;100;CO02;24;2;A;CO02 -024-02A;104248;1;36;36;0;B;1;27/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3776;1;;CAREFREE TODOSLOSDIAS FLEXI protec.;1;100;CO02;50;3;B;CO02 -050-03B;104947;1;58;58;0;B;1;07/10/2019;01/02/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3777;1;;CAREFREE TODOSLOSDIAS FLEXI protec.;1;100;CO03;14;3;A;CO03 -014-03A;104905;1;45;45;0;B;1;07/10/2019;01/02/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3778;1;;JOHNSON COTONETES env.x150u;1;100;CO03;34;4;A;CO03 -034-04A;104955;1;0;0;0;B;1;07/10/2019;01/05/2050;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3780;1;;COMFORT CLASSIC DILUIDO liq.x900ml ;1;100;CO03;5;1;A;CO03 -005-01A;103976;1;12;12;0;B;1;25/09/2019;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3786;1;;SEDAL RESTAURACION INSTANTANEA SH x;1;100;CO03;71;2;A;CO03 -071-02A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3787;1;;SEDAL RESTAURACION INSTANTANEA AC x;1;100;CO03;75;2;A;CO03 -075-02A;103694;1;38;38;0;B;1;24/09/2019;01/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3788;1;;REXONA WOM INVISIBLE DESO.ROLL-ON x;1;100;CO01;83;2;A;CO01 -083-02A;103904;1;23;23;0;B;1;27/09/2019;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3803;1;;REXONAÿWOMÿANTIBACTERIALÿINVISIBLEÿ;1;100;CO01;34;2;A;CO01 -034-02A;104358;1;126;126;0;B;1;27/09/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3803;1;;REXONAÿWOMÿANTIBACTERIALÿINVISIBLEÿ;1;100;CO01;32;2;B;CO01 -032-02B;104703;1;75;75;0;B;1;02/10/2019;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3803;1;;REXONAÿWOMÿANTIBACTERIALÿINVISIBLEÿ;1;100;CO01;32;2;C;CO01 -032-02C;104359;1;168;168;0;B;1;27/09/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3804;1;;REXONAÿMENÿANTIBACTERIALÿINVISIBLEÿ;1;100;CO03;71;1;A;CO03 -071-01A;;;0;0;0;B;1;/  /;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3808;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;72;1;C;CO01 -072-01C;104821;1;35;35;0;B;1;03/10/2019;03/06/2021;DO;;10331;
P3808;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO03;60;5;;CO03 -060-05;104594;1;36;36;0;B;1;01/10/2019;03/06/2021;DO;;10331;
P3808;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO03;60;5;;CO03 -060-05;104595;1;12;12;0;B;1;01/10/2019;03/06/2021;DO;;10331;
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;35;1;A;CO01 -035-01A;;;0;0;0;B;1;/  /;04/04/2021;DO;;10331;
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;37;1;A;CO01 -037-01A;;;0;0;0;B;1;/  /;04/04/2021;DO;;10331;
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;27;1;A;CO01 -027-01A;104104;1;3;3;0;B;1;26/09/2019;04/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;29;1;A;CO01 -029-01A;;;0;0;0;B;1;/  /;04/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;31;1;A;CO01 -031-01A;;;0;0;0;B;1;/  /;04/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;33;1;A;CO01 -033-01A;;;0;0;0;B;1;/  /;04/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;31;1;B;CO01 -031-01B;;;0;0;0;B;1;/  /;04/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3809;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;31;1;C;CO01 -031-01C;;;0;0;0;B;1;/  /;04/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3810;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;65;1;A;CO01 -065-01A;;;0;0;0;B;1;/  /;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3810;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;63;1;A;CO01 -063-01A;;;0;0;0;B;1;/  /;14/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3811;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;51;1;C;CO01 -051-01C;;;0;0;0;B;1;/  /;11/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3811;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;51;1;B;CO01 -051-01B;;;0;0;0;B;1;/  /;19/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3811;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;55;1;A;CO01 -055-01A;;;0;0;0;B;1;/  /;11/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3811;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;53;1;A;CO01 -053-01A;;;0;0;0;B;1;/  /;19/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3811;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;51;1;A;CO01 -051-01A;104596;1;0;0;0;B;1;01/10/2019;11/06/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;21;1;A;CO01 -021-01A;;;0;0;0;B;1;/  /;15/04/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;25;1;A;CO01 -025-01A;;;0;0;0;B;1;/  /;15/06/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;17;1;A;CO01 -017-01A;;;0;0;0;B;1;/  /;15/04/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;15;1;A;CO01 -015-01A;104667;1;9;9;0;B;1;02/10/2019;15/06/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;19;1;A;CO01 -019-01A;;;0;0;0;B;1;/  /;15/04/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;23;1;A;CO01 -023-01A;;;0;0;0;B;1;/  /;15/04/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;21;1;C;CO01 -021-01C;;;0;0;0;B;1;/  /;15/04/2021;DO;;10331;
P3812;1;;HUGGIESÿNATURALEÿCAREÿFANÿELLAÿMEGA;1;100;CO01;21;1;B;CO01 -021-01B;;;0;0;0;B;1;/  /;15/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;1;1;C;CO01 -001-01C;;;0;0;0;B;1;/  /;17/07/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;11;1;A;CO01 -011-01A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;1;1;B;CO01 -001-01B;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;3;1;A;CO01 -003-01A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;13;1;A;CO01 -013-01A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;1;1;A;CO01 -001-01A;104820;1;22;22;0;B;1;03/10/2019;17/07/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;11;1;B;CO01 -011-01B;;;0;0;0;B;1;/  /;18/05/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;5;1;A;CO01 -005-01A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;7;1;A;CO01 -007-01A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;9;1;A;CO01 -009-01A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10331;
P3813;1;;HUGGIESÿNATURALEÿCAREÿFANÿELÿMEGAÿp;1;100;CO01;11;1;C;CO01 -011-01C;;;0;0;0;B;1;/  /;18/05/2021;DO;;10331;
P3853;1;;PANTENEÿPRO-VÿFUERZA&RECONSTRUCCION;1;100;CO03;51;2;B;CO03 -051-02B;103847;1;104;104;0;B;1;24/09/2019;10/07/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3862;1;;PANTENEÿPRO-VÿFUERZA&RECONSTRUCCION;1;100;CO02;55;2;A;CO02 -055-02A;105441;1;5;5;0;B;1;16/10/2019;27/08/2022;DO;;10335;
P3863;1;;PANTENEÿPRO-VÿFUERZA&RECONSTRUCCION;1;100;CO02;64;2;A;CO02 -064-02A;104715;1;34;34;0;B;1;02/10/2019;17/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3864;1;;PANTENEÿPRO-VÿFUERZA&RECONSTRUCCION;1;100;CO03;35;2;A;CO03 -035-02A;103720;1;52;52;0;B;1;24/09/2019;08/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3865;1;;PANTENE FUERZA&RECONSTRUCCION amp.x;1;100;CO03;2;4;B;CO03 -002-04B;105455;1;3;3;0;B;1;16/10/2019;01/05/2022;DO;;10335;
P3867;1;;PANTENE FUERZA&RECONSTRUCCION CPP x;1;100;CO02;60;2;B;CO02 -060-02B;103679;1;94;94;0;B;1;24/09/2019;01/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3896;1;;LISTERINEÿZEROÿANTIÿCARIESÿenj.buc.;1;100;CO01;18;3;A;CO01 -018-03A;104903;1;44;44;0;B;1;07/10/2019;01/04/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3897;1;;LISTERINEÿZEROÿANTIÿCARIESÿenj.buc.;1;100;CO01;24;3;A;CO01 -024-03A;104918;1;25;25;0;B;1;07/10/2019;01/05/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P3906;1;;DOVE RITUAL REPARACION CT x300gr;1;100;CO02;36;2;A;CO02 -036-02A;103708;1;90;90;0;B;1;24/09/2019;02/04/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3906;1;;DOVE RITUAL REPARACION CT x300gr;1;100;CO02;34;2;A;CO02 -034-02A;103709;1;4;4;0;B;1;24/09/2019;02/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3909;1;;DOVE RITUAL REPARACION AC x400ml;1;100;CO02;42;2;A;CO02 -042-02A;103825;1;2;2;0;B;1;24/09/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3910;1;;DOVE RITUAL FORTALECIMEINTO AC x400;1;100;CO03;69;2;A;CO03 -069-02A;104485;1;6;6;0;B;1;30/09/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P3912;1;;DOVE VIGOR ACTIVO 2EN1 SH x400ml;1;100;CO02;32;2;B;CO02 -032-02B;;;0;0;0;B;1;/  /;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3912;1;;DOVE VIGOR ACTIVO 2EN1 SH x400ml;1;100;CO02;32;2;C;CO02 -032-02C;103722;1;5;5;0;B;1;24/09/2019;17/01/2921;DO;;10327;ORIEN S.A. - SAN BLAS
P3913;1;;DOVE RITUAL FORTALECIMIENTO SH x400;1;100;CO03;13;2;A;CO03 -013-02A;;;0;0;0;B;1;/  /;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3913;1;;DOVE RITUAL FORTALECIMIENTO SH x400;1;100;CO03;11;2;C;CO03 -011-02C;;;0;0;0;B;1;/  /;01/10/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3913;1;;DOVE RITUAL FORTALECIMIENTO SH x400;1;100;CO03;11;2;B;CO03 -011-02B;103810;1;3;3;0;B;1;24/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3914;1;;DOVE RITUAL REPARACION SH x400ml;1;100;CO03;21;2;A;CO03 -021-02A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3914;1;;DOVE RITUAL REPARACION SH x400ml;1;100;CO03;21;2;B;CO03 -021-02B;103821;1;3;3;0;B;1;24/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P3916;1;;DOVE RITUAL REPARACION SH x200ml;1;100;CO03;65;3;A;CO03 -065-03A;103730;1;24;24;0;B;1;24/09/2019;27/01/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P3929;1;;HUGGIESÿACTIVEÿCAPITANÿAMERICAÿMEGA;1;100;CO02;71;1;A;CO02 -071-01A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3931;1;;HUGGIESÿACTIVEÿCAPITANÿAMERICAÿMEGA;1;100;CO02;77;1;A;CO02 -077-01A;;;0;0;0;B;1;/  /;17/07/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P3932;1;;HUGGIESÿACTIVEÿCAPITANÿAMERICAÿMEGA;1;100;CO01;78;1;A;CO01 -078-01A;104070;1;39;39;0;B;1;26/09/2019;14/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
